Churn,account_Contract_month-to-month,customer_tenure,internet_Service_fiber_optic,account_Payment_electronic_check,account_Contract_two_year,account_Charges_Total
0,1,45,1,0,0,4964.7
0,1,25,1,1,0,1901.05
0,0,43,1,0,0,4304.0
1,1,12,0,0,0,233.55
0,1,9,1,1,0,663.55
0,0,62,0,0,1,3846.75
0,1,40,0,0,0,745.3
0,1,6,0,0,0,184.05
0,0,20,0,0,1,400.0
0,1,16,1,1,0,1218.25
0,0,8,0,1,0,160.05
1,1,2,0,0,0,114.7
0,0,72,0,0,1,6637.9
1,1,50,1,0,0,5341.8
0,1,21,1,0,0,1570.7
0,0,64,1,1,0,7396.15
0,1,3,0,0,0,209.9
0,0,58,0,0,1,1035.5
1,1,14,1,0,0,1266.1
0,1,18,0,0,0,389.25
0,0,67,0,0,1,1759.55
1,1,1,0,0,0,20.1
0,0,61,0,0,1,1538.6
0,0,52,0,0,1,1025.05
0,0,14,0,0,1,292.4
0,1,43,0,0,0,2169.4
0,0,52,0,0,1,1229.1
1,1,2,0,0,0,114.1
0,1,4,1,1,0,303.7
1,1,31,1,1,0,3186.65
0,1,5,0,0,0,86.05
0,0,27,1,0,0,2857.6
1,1,4,0,1,0,195.3
0,1,23,0,0,0,768.45
1,1,9,1,0,0,655.9
1,1,55,1,1,0,5283.95
0,0,49,0,0,0,2780.6
0,0,71,0,0,1,5662.25
0,0,59,0,0,0,3958.2
1,0,68,1,0,0,6581.9
0,0,64,0,0,1,5129.3
0,0,72,0,0,1,4758.8
1,1,16,1,0,0,1375.15
0,0,44,0,0,0,860.85
0,0,30,0,0,1,599.25
1,1,12,0,1,0,526.95
0,0,39,0,0,1,2200.7
0,0,15,0,0,0,332.65
1,1,4,1,1,0,372.45
0,0,70,0,0,0,3011.65
1,1,1,1,1,0,79.9
0,0,72,1,0,1,7962.2
0,0,72,0,0,1,1482.3
0,0,35,0,0,0,741.0
0,0,68,1,0,0,7379.8
0,0,71,1,1,1,6152.4
0,0,70,0,0,1,1685.9
0,0,29,0,0,0,1636.95
0,0,66,0,0,1,1240.8
0,1,20,1,1,0,1648.45
0,0,55,1,0,1,3842.6
0,1,9,0,0,0,564.4
1,1,2,1,1,0,149.55
0,0,72,1,1,1,6841.3
0,0,49,0,0,1,1024.65
0,1,24,1,1,0,2187.15
0,1,42,1,0,0,3344.1
1,1,21,1,1,0,2249.95
0,0,52,0,1,0,4079.55
0,1,18,0,1,0,913.3
0,1,12,1,1,0,959.9
0,0,72,1,0,1,7767.25
1,1,3,1,1,0,220.6
0,1,52,1,1,0,5832.0
1,1,46,0,0,0,1380.1
1,1,53,1,0,0,5149.5
1,1,15,0,0,0,757.1
0,0,70,1,0,1,6944.5
0,0,18,0,0,1,370.5
0,1,7,0,0,0,189.95
0,0,54,0,0,0,1342.15
1,1,1,0,1,0,24.25
0,0,68,1,0,0,5762.95
0,0,72,1,1,0,7323.15
0,0,55,0,0,1,3119.9
0,1,9,0,1,0,190.25
0,1,4,0,0,0,83.3
0,0,18,0,0,0,812.4
0,0,41,0,0,0,2839.95
1,1,10,1,0,0,834.1
1,1,63,1,1,0,6603.0
0,1,6,0,0,0,128.6
0,0,14,0,0,0,324.8
0,1,61,1,0,0,5731.85
0,1,13,1,0,0,1029.35
0,0,64,1,0,0,6654.1
1,1,1,0,0,0,20.05
0,0,72,1,0,1,8220.4
0,1,27,0,0,0,1957.1
0,0,22,0,0,0,1374.35
0,1,11,0,1,0,688.5
0,0,4,0,0,1,68.8
0,1,7,0,1,0,349.8
0,1,6,0,0,0,483.3
0,0,50,1,1,0,4858.7
0,1,11,0,0,0,683.25
0,0,54,1,1,0,5437.1
0,1,23,0,0,0,678.75
0,0,67,1,0,0,7344.45
1,1,1,1,1,0,70.3
0,0,46,1,1,0,4408.45
0,0,48,0,0,0,1133.7
0,0,40,0,1,0,2283.3
1,1,11,0,1,0,740.8
1,1,4,1,1,0,424.45
0,1,30,0,0,0,1536.75
0,1,15,1,1,0,1430.05
1,1,7,0,0,0,164.85
0,1,16,1,0,0,1248.9
0,1,9,0,0,0,147.55
0,1,7,0,0,0,130.55
1,1,3,1,1,0,289.1
0,0,20,0,0,0,1588.75
0,1,11,1,1,0,818.45
0,1,1,1,1,0,95.85
0,1,44,1,1,0,3670.5
0,1,43,0,0,0,1224.05
0,0,24,0,0,1,487.05
1,1,21,1,0,0,1565.7
0,0,7,0,0,0,264.8
0,0,57,0,0,1,1272.05
0,1,11,0,1,0,712.25
1,1,3,1,1,0,334.65
0,0,57,1,1,1,5969.85
0,0,23,0,0,0,445.3
0,0,18,0,0,0,1087.45
0,0,70,0,0,1,1360.25
0,0,33,0,0,0,579.4
0,1,1,0,1,0,49.9
0,0,3,0,0,1,52.0
0,0,54,1,1,1,6077.75
0,1,7,0,0,0,515.75
0,0,70,1,0,1,5706.2
1,1,1,1,1,0,89.3
0,1,30,1,0,0,3181.8
0,0,32,1,1,0,2619.15
0,1,1,0,0,0,19.0
0,1,56,1,1,0,5669.5
1,1,11,1,1,0,824.75
0,0,52,1,1,1,5731.4
0,0,12,0,0,0,260.9
0,0,29,0,0,0,1072.6
0,0,33,0,0,1,2603.1
0,1,22,0,0,0,454.05
1,1,29,0,1,0,856.35
0,1,10,0,0,0,653.15
0,0,26,0,0,0,459.6
0,1,13,0,1,0,357.15
0,0,66,1,0,0,7031.3
1,0,70,1,0,0,7968.85
1,1,1,1,1,0,69.15
1,0,57,1,1,1,5464.65
0,0,58,1,0,0,6225.4
1,1,1,1,1,0,80.0
1,1,3,0,0,0,58.15
1,1,10,1,1,0,1058.25
1,1,56,1,1,0,4092.85
0,1,22,1,0,0,1949.4
0,0,72,1,0,1,7548.6
0,1,1,1,1,0,75.1
0,1,39,0,0,0,2066.0
0,1,1,0,0,0,49.9
1,1,1,1,1,0,89.1
0,0,52,1,0,1,4627.8
1,1,10,1,1,0,1037.75
0,1,4,0,0,0,208.45
0,0,70,0,0,1,4144.8
0,0,60,0,0,1,1258.15
0,1,8,0,0,0,581.7
1,1,10,1,0,0,1068.85
0,1,3,0,0,0,60.65
0,0,64,0,0,1,1548.65
0,1,66,1,1,0,6936.85
0,0,49,1,1,0,4520.15
0,1,1,0,1,0,49.95
0,1,36,1,1,0,3512.5
0,0,58,0,1,0,3972.25
0,1,7,1,1,0,490.55
0,1,1,0,1,0,43.8
0,0,72,1,0,1,8404.9
0,0,35,1,0,0,2815.25
1,1,28,1,0,0,2659.4
0,1,30,1,0,0,2936.25
0,1,52,1,0,0,4631.7
0,0,72,1,0,1,8477.7
0,1,31,0,1,0,702.05
0,0,70,0,0,0,5445.95
0,1,53,0,1,0,4616.1
1,1,1,0,0,0,20.2
0,0,10,0,0,1,220.8
1,1,1,0,0,0,25.7
0,1,29,0,0,0,573.05
0,0,59,0,1,1,5186.0
1,1,2,0,0,0,81.0
1,0,58,1,1,0,6145.85
0,0,45,0,0,1,3371.0
0,1,12,1,1,0,912.0
1,1,12,1,1,0,1095.65
0,1,33,0,0,0,1462.6
1,1,9,0,1,0,703.55
1,1,7,1,1,0,608.8
0,0,66,0,0,1,4189.7
1,0,52,1,0,1,4990.25
0,1,49,0,0,0,2070.75
0,0,61,0,0,0,2961.4
0,0,24,0,0,1,553.0
0,1,1,0,1,0,49.9
0,0,17,0,0,0,1096.65
0,1,12,0,0,0,266.6
1,1,1,0,0,0,62.05
0,0,61,1,0,0,6066.55
0,0,27,0,0,0,1927.3
0,0,48,1,0,0,4977.2
0,0,71,1,1,1,6994.6
0,1,4,0,0,0,224.85
0,1,61,1,1,0,6375.2
0,1,31,1,1,0,3205.6
1,1,32,1,0,0,2585.95
0,1,30,1,0,0,3211.9
0,1,55,0,0,0,1087.25
0,1,42,0,0,0,869.9
1,0,70,1,0,1,7723.9
0,0,71,0,0,1,1663.5
0,0,43,1,0,1,4895.1
0,1,19,0,0,0,468.35
0,0,19,0,0,0,344.5
0,1,12,0,0,0,220.35
0,1,4,0,0,0,226.2
1,1,13,1,1,0,1127.2
1,1,4,1,0,0,333.55
1,1,8,1,1,0,773.65
0,0,70,0,0,1,6333.4
0,0,68,0,0,1,6392.85
1,1,5,1,1,0,412.1
1,1,12,1,0,0,1132.75
0,0,57,1,0,0,5598.0
0,0,51,0,0,1,1028.75
0,1,4,0,1,0,220.65
0,0,70,1,0,1,7511.9
1,1,30,0,0,0,655.85
1,1,7,1,1,0,593.45
0,1,19,1,1,0,1637.3
1,1,1,0,0,0,60.1
1,1,12,1,0,0,1384.75
1,1,17,0,0,0,900.5
1,1,66,1,0,0,6822.15
1,1,3,0,1,0,141.5
0,0,51,1,0,0,4839.15
1,1,51,1,0,0,4242.35
0,0,71,0,0,1,1379.6
1,1,35,1,0,0,2636.05
0,1,11,0,1,0,531.15
1,1,2,0,1,0,160.8
1,1,26,1,1,0,2497.2
0,0,60,0,0,0,1506.4
0,0,62,1,0,0,4983.05
0,1,12,0,0,0,524.35
1,1,4,1,1,0,338.1
0,1,45,1,0,0,4200.25
1,1,1,0,1,0,45.15
0,1,8,0,0,0,137.6
1,1,2,1,1,0,143.35
0,0,68,0,0,1,1614.9
0,0,36,1,0,1,3834.4
0,1,1,0,0,0,19.55
1,0,42,0,0,0,1445.3
1,1,5,1,1,0,502.6
1,1,10,1,0,0,832.05
1,0,68,1,1,0,5685.8
1,1,20,1,1,0,1899.65
0,0,29,0,0,1,554.25
0,1,1,1,1,0,85.0
0,1,14,0,0,0,709.5
0,1,5,0,0,0,202.15
0,0,19,0,0,1,398.55
0,0,71,0,0,1,1789.65
0,1,4,0,0,0,207.35
0,1,1,1,1,0,70.25
0,1,6,0,0,0,98.35
0,1,32,1,1,0,3217.65
0,0,68,0,1,1,6424.7
1,0,33,1,1,0,3124.5
0,1,63,1,0,0,7002.95
0,0,53,0,0,1,1110.05
1,1,18,1,1,0,1752.55
0,1,6,1,1,0,450.9
0,1,59,1,0,0,5348.65
1,1,1,0,0,0,49.65
0,0,48,0,0,0,3629.2
0,1,1,0,0,0,19.2
0,1,37,1,1,0,3810.55
0,1,27,0,0,0,1291.35
1,1,14,1,0,0,1208.35
0,0,72,0,0,1,5336.35
1,1,3,1,1,0,244.65
0,0,70,1,0,0,7930.55
0,0,12,0,0,0,202.25
0,0,23,0,0,0,481.1
0,1,23,0,0,0,1652.1
0,1,40,1,0,0,3756.4
0,1,11,0,0,0,492.0
0,0,42,0,0,0,849.9
1,1,34,1,1,0,2564.3
0,1,12,1,1,0,893.0
0,0,71,1,0,0,6856.95
0,0,39,0,0,0,947.75
0,1,58,0,0,0,3970.4
0,0,61,0,0,0,1143.8
0,1,19,0,0,0,1286.05
0,0,61,1,1,0,6521.9
1,0,12,0,1,0,727.8
0,0,16,0,0,1,301.55
0,0,60,0,1,1,3638.25
0,1,52,0,0,0,3169.55
0,1,17,0,0,0,1108.0
1,1,9,1,1,0,751.65
0,0,63,0,0,1,1618.2
0,0,46,1,0,0,4126.35
0,0,42,0,1,0,2348.45
0,0,47,0,0,1,948.9
0,0,51,1,0,0,4614.55
0,0,45,0,0,1,2553.7
0,0,53,0,0,0,1068.15
1,1,42,1,1,0,4273.45
1,1,5,1,1,0,477.7
0,1,1,0,0,0,19.3
1,0,54,1,0,1,6110.2
1,1,1,0,0,0,19.45
0,1,2,0,1,0,82.7
0,1,64,1,1,0,6081.4
0,0,10,0,0,0,411.45
0,1,34,0,0,0,1815.3
0,1,32,1,1,0,2665.0
1,1,4,1,1,0,362.2
0,0,54,1,0,0,5121.75
1,1,47,1,0,0,3309.25
0,0,11,0,0,1,300.7
0,1,8,0,0,0,152.6
1,1,1,0,0,0,35.25
0,0,56,1,0,1,6567.9
0,1,34,0,1,0,780.2
0,1,1,1,0,0,75.35
1,1,9,0,1,0,449.75
0,1,46,1,1,0,4564.9
0,0,60,0,0,0,3561.15
0,1,22,1,0,0,1938.9
0,0,39,0,0,0,791.15
0,1,2,0,0,0,40.25
0,0,35,0,0,0,746.75
0,1,25,0,0,0,460.2
1,1,1,1,1,0,79.55
0,0,18,0,0,0,369.6
0,1,3,0,0,0,147.75
0,0,66,0,0,1,1269.1
0,1,29,1,1,0,2516.2
0,0,66,0,0,1,1697.7
0,1,8,0,1,0,411.75
0,1,45,0,1,0,3062.45
1,1,1,0,1,0,25.2
0,1,18,1,1,0,1247.75
1,1,29,1,1,0,2745.2
0,0,72,0,0,1,6562.9
0,0,34,0,0,0,682.1
0,1,2,0,0,0,38.45
0,0,72,1,0,1,8333.95
0,1,10,0,0,0,187.35
0,0,51,1,0,0,5498.8
0,1,28,1,1,0,2289.9
0,0,13,0,0,1,261.3
0,1,2,0,0,0,125.95
1,1,17,1,1,0,1496.9
1,1,1,0,0,0,48.6
0,1,15,0,0,0,867.1
0,1,2,0,0,0,38.15
0,1,12,0,1,0,654.5
1,1,5,0,0,0,221.7
0,0,51,1,0,0,4911.05
0,1,30,0,1,0,2000.2
0,0,64,0,0,0,1336.65
0,0,72,1,0,1,5737.6
0,1,5,0,0,0,134.75
0,0,72,0,0,1,3527.0
0,1,1,0,0,0,29.15
0,1,27,1,1,0,2383.6
0,0,72,0,0,1,1709.15
1,1,1,1,1,0,69.55
0,0,30,0,0,1,1653.85
0,0,65,1,0,1,6078.75
0,0,61,0,0,1,1311.6
0,0,62,1,0,1,5411.65
0,1,45,1,0,0,4882.8
1,1,1,1,1,0,74.2
0,0,52,0,0,0,2610.65
0,0,24,0,0,0,439.75
0,0,70,0,0,1,4214.25
0,0,39,0,0,1,854.8
0,0,42,0,1,0,949.85
0,0,20,0,1,0,1416.2
0,0,72,1,0,1,7852.4
1,1,50,1,1,0,5071.05
0,0,13,0,0,1,272.35
0,1,22,1,0,0,1961.6
0,1,1,0,0,0,50.15
1,1,1,1,1,0,70.15
0,1,7,0,0,0,355.1
0,1,8,0,1,0,487.75
0,1,8,0,0,0,178.7
0,0,64,0,0,1,1514.85
0,1,22,0,0,0,1427.55
0,1,26,0,0,0,1277.5
1,1,1,1,1,0,70.0
0,0,31,1,1,0,2939.8
0,1,4,0,0,0,91.45
0,0,48,0,0,1,1057.0
1,1,40,0,1,0,1637.4
0,0,71,0,0,0,4689.15
0,0,36,0,0,0,2680.15
0,1,1,1,0,0,74.6
1,1,41,1,1,0,4187.75
0,1,21,0,0,0,402.85
1,1,11,1,1,0,834.2
0,1,58,1,0,0,4526.85
1,1,12,1,0,0,866.45
0,0,29,0,0,0,617.35
1,1,2,1,1,0,242.8
0,0,11,0,0,0,617.85
1,1,69,1,1,0,6143.15
0,0,64,1,0,1,7099.0
1,1,20,1,1,0,1951.0
1,1,22,1,1,0,1907.85
0,1,1,0,0,0,43.95
0,0,64,0,0,1,5817.45
0,0,39,0,0,0,914.6
0,0,39,0,0,0,2224.5
1,0,48,1,0,0,5082.8
1,1,22,1,1,0,2001.5
0,0,24,0,1,1,1558.65
0,1,1,0,0,0,19.5
1,1,10,1,1,0,688.65
0,1,8,0,1,0,579.0
0,1,36,1,1,0,2937.65
1,1,1,1,1,0,70.5
0,0,16,0,0,0,360.35
1,1,13,1,1,0,1111.65
0,1,7,0,1,0,333.65
0,0,41,0,1,0,2877.05
0,1,5,0,0,0,96.1
0,0,55,0,0,0,2743.45
1,1,7,1,1,0,582.5
0,0,72,0,0,1,1841.2
0,0,72,0,0,1,1502.25
0,1,1,0,1,0,61.15
0,0,47,0,1,0,1794.8
0,0,21,0,0,0,422.7
0,0,68,1,0,1,6683.4
0,1,58,1,1,0,5305.05
0,1,33,1,0,0,3270.25
0,0,33,0,0,0,620.55
1,1,1,0,0,0,20.15
0,1,56,1,0,0,4952.95
0,0,49,0,0,1,2409.9
0,0,68,1,0,1,7279.35
0,0,72,1,0,1,7015.9
0,1,1,1,1,0,90.1
0,1,1,0,1,0,44.0
0,0,67,0,0,1,1335.2
0,0,45,1,0,0,5032.25
0,0,72,0,0,1,6441.85
0,0,10,0,0,0,184.4
0,0,59,0,0,1,1192.3
0,0,22,1,0,0,2090.25
0,1,30,0,1,0,1441.95
0,0,52,0,1,1,4016.3
0,1,10,1,1,0,1021.55
1,1,1,0,1,0,45.3
1,1,1,0,0,0,20.4
0,0,20,0,0,0,415.9
1,1,14,1,1,0,1101.85
1,1,16,1,0,0,1448.6
0,0,35,0,0,1,797.1
0,0,72,0,0,1,6468.6
0,0,65,0,0,1,3808.2
0,1,7,0,0,0,256.6
1,1,1,0,1,0,46.0
1,1,1,1,1,0,73.0
1,1,3,1,0,0,256.25
1,1,2,1,1,0,164.5
0,0,23,0,0,1,514.75
1,0,70,1,1,0,7674.55
0,1,29,0,1,0,702.0
0,0,43,0,0,1,779.25
0,1,18,0,0,0,964.9
0,0,71,0,0,1,1873.7
1,1,27,1,1,0,1893.95
0,1,9,0,0,0,157.65
0,1,48,1,0,0,3545.05
0,0,27,0,0,0,501.35
0,0,70,0,0,1,6474.45
0,0,58,1,1,0,6332.75
0,0,60,1,1,1,6333.8
0,0,46,1,1,1,4903.2
1,1,1,0,0,0,20.5
1,1,66,1,1,0,6710.5
1,1,1,1,1,0,81.95
0,0,8,0,0,1,201.7
0,0,68,0,0,1,1292.65
1,1,18,0,0,0,600.0
1,1,11,1,1,0,1131.2
1,1,1,1,1,0,84.3
0,0,46,1,1,0,4674.4
0,0,8,0,0,1,141.6
0,1,9,1,1,0,970.45
0,1,1,1,1,0,81.05
0,0,63,1,1,1,6296.75
0,1,18,0,1,0,348.8
1,1,1,1,0,0,74.6
1,1,13,1,0,0,1301.7
1,1,7,1,1,0,523.15
0,1,18,1,1,0,1601.5
0,0,37,0,0,0,2203.1
1,1,12,1,1,0,1253.9
1,1,43,0,0,0,2076.2
0,1,63,1,1,0,6871.7
0,0,6,0,0,1,107.6
1,1,24,1,0,0,2496.7
1,1,2,1,1,0,168.2
1,1,38,1,1,0,3624.3
1,0,33,1,1,0,3036.75
0,1,48,1,1,0,4946.05
0,1,4,1,1,0,308.1
0,1,29,0,0,0,1801.1
0,0,27,0,0,0,1477.65
0,0,65,0,0,1,5324.5
0,0,31,1,0,0,2548.65
0,1,49,1,0,0,4847.35
0,0,72,1,0,1,8100.55
0,1,5,0,1,0,370.25
0,1,1,0,0,0,55.7
0,1,33,0,0,0,1884.65
0,1,1,0,0,0,35.9
0,0,65,0,0,1,1654.85
0,0,60,0,0,0,4847.05
0,0,63,0,0,0,5329.55
1,1,3,1,1,0,204.7
0,1,55,0,0,0,2838.55
0,0,68,1,0,0,7322.5
0,0,72,1,0,1,6827.5
1,1,21,1,1,0,1808.7
1,1,5,1,1,0,324.6
0,1,37,0,0,0,805.2
0,0,29,0,0,0,2080.1
0,1,64,1,1,0,6953.4
0,0,46,0,0,1,902.0
1,1,7,1,0,0,503.6
0,1,23,1,0,0,1835.3
0,0,68,0,0,1,1728.2
0,0,41,0,0,0,1391.65
1,1,2,1,0,0,185.55
0,1,17,1,0,0,1556.85
0,0,55,0,0,1,1153.25
0,1,5,0,0,0,232.55
0,0,68,0,0,1,4911.35
0,1,7,1,1,0,533.05
1,1,6,1,0,0,418.4
0,1,41,1,1,0,4133.95
0,1,2,1,1,0,151.75
0,1,1,0,0,0,25.4
0,1,1,0,0,0,20.25
0,1,3,1,1,0,318.6
1,1,1,0,1,0,45.6
1,1,29,1,1,0,2698.35
0,0,17,1,0,0,1588.25
0,1,37,0,0,0,697.65
0,1,22,0,0,0,1178.75
0,0,68,0,1,1,6148.45
0,0,72,0,1,1,5730.15
1,1,30,0,0,0,1561.5
1,1,31,1,1,0,2217.15
0,1,16,0,0,0,275.9
0,0,65,0,0,1,1654.75
1,1,5,0,0,0,350.3
0,1,55,1,1,0,4144.9
0,1,1,0,0,0,50.75
0,1,33,1,0,0,3008.15
0,1,30,1,1,0,3121.1
0,1,25,0,0,0,1405.3
1,1,3,0,0,0,106.85
1,1,4,0,0,0,151.3
0,1,1,0,0,0,21.1
1,1,14,1,0,0,1129.1
1,1,25,1,0,0,1767.35
0,1,25,0,0,0,536.35
0,0,72,1,0,1,8312.4
0,0,44,0,0,0,835.5
0,1,18,1,1,0,1380.4
0,1,7,1,1,0,609.65
0,0,59,0,0,1,4194.85
0,0,70,0,0,1,5917.55
0,1,40,0,1,0,1077.5
0,1,34,1,0,0,3688.6
0,1,5,1,0,0,420.45
1,1,1,0,1,0,45.65
0,0,68,0,0,0,2983.65
0,0,14,0,0,1,263.65
0,1,19,1,0,0,1682.4
1,1,4,0,0,0,261.25
0,0,67,0,0,1,1733.15
0,1,50,1,0,0,5431.9
0,0,43,0,0,0,1463.7
0,0,59,0,0,1,1192.7
0,0,27,0,0,0,562.6
1,1,22,0,0,0,1422.05
0,0,40,0,0,0,2635.0
1,0,37,1,1,0,3754.6
1,1,15,1,1,0,1111.85
0,1,28,0,0,0,1505.15
1,0,13,0,0,0,989.45
0,1,5,0,0,0,95.55
0,0,54,0,0,1,3566.7
0,0,63,0,0,1,2395.05
0,1,20,0,0,0,406.05
1,0,46,1,0,0,4822.85
0,0,72,0,1,1,6786.1
0,0,71,0,0,1,1888.25
0,1,32,0,0,0,674.55
0,0,71,1,1,0,7521.95
0,0,71,0,0,1,6293.45
0,0,71,0,0,1,4681.75
0,1,22,1,0,0,1490.4
1,1,12,1,1,0,1062.1
0,0,68,0,0,1,1303.25
0,1,2,0,1,0,119.5
0,1,29,0,0,0,1718.95
1,1,7,0,0,0,293.3
0,1,12,1,0,0,1043.4
0,0,34,0,0,0,1885.15
1,1,22,0,1,0,1742.75
1,1,15,1,0,0,1269.55
0,1,40,1,0,0,3126.85
0,0,72,1,0,1,6921.7
0,0,72,0,1,1,3580.95
0,0,45,0,0,1,3349.1
0,0,72,1,0,1,8033.1
0,0,71,0,0,1,6388.65
0,1,18,0,0,0,1011.05
1,1,47,1,1,0,4045.65
0,0,68,0,1,1,3656.25
0,0,68,0,1,1,5330.2
1,1,1,1,1,0,84.85
0,1,34,0,0,0,2003.6
0,1,24,1,0,0,1928.7
0,0,58,1,0,0,5125.75
1,1,7,1,1,0,546.95
1,1,1,0,1,0,50.8
1,1,7,0,0,0,354.05
0,1,37,1,1,0,3371.75
0,0,52,0,0,1,1331.05
0,0,45,0,0,1,886.4
0,0,43,0,0,1,1077.95
0,1,26,1,1,0,2070.05
0,1,56,1,1,0,5581.05
0,1,1,0,0,0,25.25
0,0,68,0,0,1,5560.0
0,0,27,0,0,0,1246.4
0,1,9,1,1,0,791.7
1,1,8,0,0,0,438.4
0,1,1,0,0,0,19.4
0,0,71,1,0,1,8297.5
1,1,15,0,0,0,289.3
1,0,70,1,0,1,6579.05
0,0,72,0,0,1,6110.75
0,1,21,1,0,0,1956.4
0,0,54,0,0,1,1079.45
0,0,8,0,0,1,162.15
0,1,24,0,0,0,1233.25
0,0,48,0,0,1,883.35
1,1,1,0,0,0,55.2
0,1,5,0,0,0,132.25
0,0,17,0,0,0,792.15
0,0,72,0,0,1,5753.25
0,0,72,1,0,0,7362.9
0,1,6,0,1,0,263.05
0,0,72,0,0,1,5401.9
1,1,4,0,0,0,239.55
0,0,62,0,0,1,1218.45
1,0,39,1,1,0,3692.85
0,0,1,0,0,0,20.4
0,0,51,0,0,0,3145.15
1,0,58,1,0,0,6017.65
0,1,38,1,0,0,3141.7
0,0,33,1,0,0,2603.3
0,1,20,0,0,0,415.4
0,0,31,0,0,1,2471.6
1,1,20,1,0,0,2239.65
0,1,64,1,1,0,5135.35
0,0,72,0,0,1,5810.9
0,0,9,1,1,0,767.9
0,0,61,1,1,0,6363.45
0,0,52,0,0,1,4461.85
0,0,69,0,0,1,3121.4
0,1,1,1,0,0,79.15
0,0,68,0,0,1,4953.25
0,1,14,0,0,0,979.5
0,0,7,0,0,0,249.55
1,1,2,1,0,0,115.95
0,1,1,1,1,0,70.1
0,0,51,0,0,1,1222.25
1,1,4,1,1,0,347.65
0,0,15,0,0,1,278.85
0,0,72,1,0,0,7789.6
0,1,50,1,0,0,4914.9
0,1,57,1,0,0,5438.95
0,1,44,1,0,0,4060.55
0,0,62,1,1,0,6840.95
1,1,14,1,1,0,1096.25
0,1,7,0,1,0,571.05
0,0,72,1,1,1,7751.7
0,1,1,0,0,0,49.05
0,0,72,0,0,1,4685.55
0,1,1,0,0,0,45.4
1,1,3,1,0,0,270.7
0,0,32,0,0,0,624.15
0,0,71,1,1,1,7213.75
0,1,60,1,1,0,6017.9
0,1,4,0,0,0,179.85
0,1,52,1,0,0,5088.4
0,0,29,0,0,0,1734.5
0,0,49,1,0,0,4920.8
0,0,40,0,0,0,2448.5
0,0,57,1,0,0,5985.0
0,1,62,0,0,0,4300.45
0,0,23,1,0,0,1940.8
0,0,65,0,0,1,4386.2
0,0,38,0,0,1,741.5
1,1,48,1,1,0,5438.9
0,0,72,0,0,1,5784.3
0,1,2,0,0,0,52.0
0,1,28,1,0,0,2065.4
0,0,65,1,1,1,7108.2
0,1,2,0,0,0,61.05
1,1,10,0,0,0,298.45
1,1,16,1,0,0,1430.25
0,0,72,0,0,1,3880.05
0,0,12,0,0,0,444.75
1,1,1,0,1,0,19.9
0,1,26,0,0,0,1183.8
0,0,20,0,0,0,403.15
0,1,7,0,0,0,144.95
1,0,38,0,0,0,3058.65
0,1,23,1,1,0,2024.1
0,0,67,1,1,1,7321.05
0,0,48,0,0,0,1203.95
0,0,64,1,0,1,6692.65
0,1,3,1,1,0,233.65
0,0,32,1,0,0,3416.85
1,0,57,0,0,0,3913.3
0,0,51,1,0,0,4299.75
1,1,16,0,0,0,342.4
0,0,48,0,0,0,1171.5
0,0,18,0,0,1,388.6
0,0,23,0,0,1,857.75
0,1,55,0,0,0,2832.75
0,1,2,0,0,0,41.2
1,1,9,1,0,0,890.6
0,0,27,0,0,1,531.6
0,1,35,0,1,0,812.5
0,0,58,0,0,1,1191.4
0,1,42,1,1,0,4014.6
0,0,44,0,0,0,2722.2
0,0,43,0,0,1,3254.35
0,0,7,0,0,0,134.05
1,1,28,1,1,0,2890.65
0,1,41,1,0,0,3848.0
1,1,24,1,1,0,1861.5
1,0,39,1,0,0,4134.85
0,1,65,1,1,0,6812.95
0,0,40,0,0,0,1382.9
0,0,46,0,0,0,3231.05
1,1,36,1,1,0,3050.15
0,1,62,0,0,0,4981.15
0,0,30,0,1,0,2044.75
0,0,70,1,0,1,7939.25
0,1,1,0,0,0,19.9
1,1,5,1,0,0,541.9
0,1,24,1,1,0,2248.05
0,1,11,0,0,0,208.0
0,0,58,1,0,0,5720.95
1,1,2,0,1,0,81.25
0,1,8,0,1,0,546.45
0,1,35,1,0,0,3180.5
0,1,65,1,1,0,6578.55
0,0,68,0,0,1,5607.75
1,1,6,1,1,0,523.5
0,0,46,1,0,0,4422.95
0,0,72,1,1,1,8349.7
1,0,62,1,1,0,6413.65
0,0,38,0,0,1,735.9
1,1,1,0,0,0,53.5
0,1,58,1,1,0,5817.7
0,0,17,0,0,0,279.5
0,0,72,1,0,1,8317.95
0,0,50,0,1,0,3442.15
1,1,4,0,1,0,219.65
0,1,3,0,0,0,61.7
1,1,8,1,0,0,583.45
1,1,13,1,1,0,916.75
0,0,55,0,0,1,1177.95
0,0,71,0,1,1,6310.9
0,0,37,1,1,0,3019.1
1,0,41,1,1,0,4534.9
0,0,55,0,0,1,4657.95
0,0,61,0,0,0,3088.75
0,1,44,0,0,0,2924.05
1,0,59,1,1,0,6448.05
1,1,10,0,1,0,329.8
0,1,2,0,0,0,42.9
0,0,56,0,0,1,1119.9
0,0,72,1,1,1,7719.5
0,1,1,1,1,0,74.7
0,0,44,0,0,1,847.25
0,1,10,0,0,0,208.25
0,0,72,0,0,1,1434.1
0,0,66,0,0,0,3465.7
1,1,24,1,1,0,2391.8
0,0,18,1,0,0,1633.0
1,1,22,0,1,0,1127.35
0,0,64,1,0,1,5948.7
0,1,22,0,1,0,849.9
0,1,38,1,1,0,4009.2
0,1,5,0,0,0,109.8
